ID,Label
http://www.wikidata.org/entity/Q5127807,Clash
http://www.wikidata.org/entity/Q23925049,Clash
http://www.wikidata.org/entity/Q1049545,Clash of the Titans
http://www.wikidata.org/entity/Q4087490,Clash of the Titans
http://www.wikidata.org/entity/Q192979,Clash of the Titans
http://www.wikidata.org/entity/Q4807816,Cleopatra
http://www.wikidata.org/entity/Q1100552,Cleopatra
http://www.wikidata.org/entity/Q4430,Cleopatra
http://www.wikidata.org/entity/Q1100499,Cleopatra
http://www.wikidata.org/entity/Q12108188,Cloud 9
http://www.wikidata.org/entity/Q5135633,Cloud 9
http://www.wikidata.org/entity/Q324540,Cloud 9
http://www.wikidata.org/entity/Q123742,Cloverfield
http://www.wikidata.org/entity/Q25136301,Cloverfield
http://www.wikidata.org/entity/Q1105359,Cocktail
